h1n1_concern,h1n1_knowledge,behavioral_antiviral_meds,behavioral_avoidance,behavioral_face_mask,behavioral_wash_hands,behavioral_large_gatherings,behavioral_outside_home,behavioral_touch_face,doctor_recc_seasonal,chronic_med_condition,child_under_6_months,health_worker,health_insurance,opinion_h1n1_sick_from_vacc,opinion_seas_vacc_effective,opinion_seas_sick_from_vacc,age_group,education,race,sex,income_poverty,marital_status,rent_or_own,employment_status,census_msa,household_adults,household_children,employment_industry,employment_occupation
1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,5.0,1.0,3,2,3,0,1,0,1,0,2,2.0,0.0,19,6
0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,4.0,1.0,1,0,3,1,2,2,1,3,1,1.0,0.0,0,0
2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,4.0,4.0,4.0,3,4,3,0,1,0,1,0,2,1.0,0.0,15,11
1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,5.0,2.0,1,0,0,0,1,2,1,0,0,0.0,0.0,5,0
1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,2.0,0,4,3,0,2,2,2,2,1,2.0,0.0,0,0
2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,4.0,0,0,3,1,0,0,2,0,1,0.0,0.0,6,4
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,4.0,2.0,2,4,1,1,1,2,1,0,1,3.0,0.0,21,11
2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,5.0,2.0,3,2,3,1,1,0,1,0,0,1.0,0.0,5,3
0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2,2,3,1,1,0,2,0,0,1.0,2.0,20,20
3.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,4.0,4,3,3,1,3,1,0,1,1,2.0,2.0,0,0
0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,4.0,4.0,2.0,2,4,3,0,0,0,1,0,0,3.0,0.0,2,11
0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,4,2,3,1,0,2,0,2,0,0.0,0.0,0,0
2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,1.0,0,2,3,1,1,2,1,0,1,2.0,0.0,9,11
2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,3.0,4.0,3,2,3,0,2,2,2,2,1,0.0,0.0,0,0
3.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,5.0,5.0,5.0,0,0,0,1,2,2,2,3,0,1.0,1.0,0,0
3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,1,3,3,0,3,1,0,1,1,1.0,1.0,0,0
2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,4.0,0,4,3,0,1,0,1,2,2,1.0,3.0,0,0
1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,1.0,1,2,3,0,0,2,2,0,2,0.0,0.0,5,8
2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0,3.0,4.0,1,4,3,0,1,0,1,2,0,3.0,0.0,0,0
1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,1.0,4,2,3,1,0,2,1,2,1,0.0,0.0,0,0
2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,1.0,2,2,3,1,1,0,1,0,1,1.0,1.0,1,11
2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,5.0,2.0,4,4,3,1,3,0,2,2,1,1.0,0.0,0,0
2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,5.0,5.0,5.0,0,3,3,1,3,1,0,1,0,2.0,1.0,0,0
2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,4.0,5.0,2.0,0,0,3,0,1,0,1,2,1,1.0,1.0,0,0
1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,5.0,1.0,4,2,3,0,3,0,1,2,2,1.0,0.0,0,0
2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,5.0,1.0,4,0,3,0,3,2,1,2,2,0.0,0.0,0,0
3.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,2.0,1,0,0,1,0,0,1,0,2,1.0,2.0,20,14
1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,5.0,1.0,3,0,3,0,0,2,1,2,2,0.0,0.0,0,0
1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,2.0,0,0,3,1,3,2,2,2,0,1.0,0.0,0,0
1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,0,0,1,1,1,2,1,0,2,1.0,1.0,21,18
2.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,1.0,1,2,3,0,0,0,1,0,1,1.0,1.0,19,6
0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,4,4,3,0,3,2,1,2,1,0.0,0.0,0,0
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,5.0,3,2,0,0,0,2,1,0,0,0.0,0.0,19,6
2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,5.0,3,4,3,0,0,2,2,0,1,0.0,0.0,9,20
2.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,5.0,1.0,2,0,1,0,0,0,1,0,0,1.0,0.0,9,11
3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,4.0,4.0,4.0,4,4,3,1,3,0,1,2,2,1.0,0.0,0,0
2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,2,1,0,0,0,2,2,0,1,1.0,0.0,2,21
2.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,1.0,4,0,3,0,0,0,1,2,2,1.0,0.0,0,0
2.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,4.0,5.0,4.0,4,2,3,0,0,2,1,2,0,0.0,0.0,0,0
3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,2.0,2,0,3,1,1,0,1,0,0,1.0,3.0,3,20
2.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,4.0,3,0,3,0,0,2,1,0,2,0.0,0.0,2,0
3.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,5.0,1.0,4,4,3,0,3,0,1,2,2,2.0,0.0,0,0
2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,4.0,5.0,1.0,4,0,3,0,3,0,1,2,1,1.0,0.0,0,0
2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,1.0,2,2,3,0,0,2,2,0,2,0.0,0.0,5,11
3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,4.0,3.0,2.0,4,1,3,0,3,2,1,3,1,3.0,1.0,0,0
1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,1.0,3,2,3,0,1,2,1,3,1,0.0,0.0,0,0
2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,5.0,2.0,3,2,3,0,3,0,0,0,0,3.0,0.0,5,7
2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,3,3,3,0,3,1,0,1,0,1.0,0.0,0,0
2.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,5.0,1.0,2,2,3,0,1,0,1,0,0,1.0,2.0,5,3
2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,5.0,1.0,3,4,3,1,1,0,1,0,1,3.0,0.0,7,22
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,0,2,3,1,0,0,1,0,2,1.0,3.0,11,22
3.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,5.0,4.0,5.0,1,4,2,0,2,2,2,2,2,0.0,3.0,0,0
3.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,4.0,4.0,2.0,1,2,2,1,0,0,2,0,0,1.0,2.0,5,10
1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,2.0,3,4,3,1,1,0,1,0,0,1.0,0.0,1,5
1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,4.0,1.0,4,0,3,0,0,0,1,2,0,1.0,0.0,0,0
2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,2.0,0,2,1,1,0,0,1,0,0,1.0,0.0,7,22
2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,3,2,3,1,0,0,1,0,0,1.0,2.0,13,20
2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,2.0,4,2,3,0,0,2,1,0,2,0.0,0.0,19,6
2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,5.0,5.0,1.0,0,0,3,0,2,0,1,2,1,1.0,2.0,0,0
3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,0,4,3,1,1,0,1,0,1,1.0,3.0,17,15
3.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,4.0,5.0,3,4,3,0,1,0,1,0,2,0.0,0.0,5,3
2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,4,0,0,0,0,0,2,0,1,1.0,0.0,13,20
0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,5.0,1.0,3,1,3,0,0,2,2,2,2,0.0,0.0,0,0
2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,4.0,3,2,3,0,1,2,1,0,2,0.0,0.0,19,6
1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,4.0,2.0,2,4,3,0,0,0,1,0,0,1.0,0.0,5,3
2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,5.0,1.0,1,2,3,0,0,2,2,0,2,0.0,0.0,15,16
1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,5.0,1.0,4,4,3,0,0,0,1,2,1,1.0,0.0,0,0
2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,4.0,5.0,1.0,4,2,3,1,0,2,1,2,0,1.0,0.0,0,0
2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,2.0,1,4,0,0,1,2,2,0,1,0.0,1.0,3,22
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,3,0,3,0,0,0,0,2,2,1.0,0.0,0,0
1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,2.0,4,0,3,1,0,0,1,2,0,1.0,0.0,0,0
2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,4,2,3,0,3,2,1,2,0,0.0,0.0,0,0
0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,4.0,2.0,4,4,2,1,1,0,1,0,1,2.0,0.0,9,0
2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,1.0,2,2,3,0,3,0,1,0,2,1.0,0.0,19,6
2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,4.0,2.0,3,3,3,0,3,1,0,1,1,0.0,0.0,0,0
1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,4.0,2.0,1,2,3,0,1,0,1,0,0,1.0,0.0,9,10
2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,4.0,4.0,1.0,4,4,3,1,1,0,1,2,2,1.0,0.0,0,0
3.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,4.0,4,4,3,0,0,2,1,2,0,0.0,0.0,0,0
2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,4.0,4.0,5.0,3,4,3,1,0,2,1,0,1,0.0,0.0,2,10
1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,0,2,3,0,0,2,1,0,2,1.0,0.0,19,16
2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,4.0,1.0,0,4,3,0,0,2,1,2,0,3.0,0.0,0,0
2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,4.0,5.0,1.0,4,2,3,0,0,2,1,2,1,0.0,0.0,0,0
2.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,4.0,4.0,4.0,4,2,3,1,0,0,1,2,2,1.0,0.0,0,0
2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,5.0,4.0,1,2,3,0,0,0,1,0,2,1.0,2.0,19,6
3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,5.0,4.0,2.0,0,0,2,0,2,0,1,2,0,1.0,3.0,0,0
0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,4.0,1.0,3,0,0,0,1,2,1,0,1,1.0,0.0,5,7
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,4.0,4.0,1.0,4,0,3,0,0,2,1,2,2,0.0,0.0,0,0
2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,0,4,0,1,2,2,2,0,1,1.0,2.0,16,11
1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,2,0,3,1,1,0,1,3,0,2.0,1.0,0,0
2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,4.0,5.0,4.0,4,0,3,1,0,2,1,2,1,0.0,0.0,0,0
2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,5.0,5.0,4.0,0,0,1,0,2,0,2,2,0,3.0,3.0,0,0
3.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,5.0,1.0,4,4,3,0,0,0,1,2,0,1.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,5.0,5.0,4.0,4,0,3,0,3,2,2,2,0,0.0,0.0,0,0
2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,5.0,2,0,3,0,0,2,1,3,2,0.0,0.0,0,0
1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,5.0,1.0,3,2,3,0,1,0,1,0,0,1.0,1.0,7,22
2.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,2.0,3,4,3,0,3,0,0,0,0,1.0,0.0,11,13
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,3.0,2.0,0,0,3,1,0,2,2,0,1,1.0,0.0,15,18
1.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,4,0,3,0,0,0,1,2,0,1.0,0.0,0,0
3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,5.0,4.0,4.0,1,0,3,0,0,0,1,2,0,1.0,1.0,0,0
1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,2.0,2,4,3,0,1,0,1,0,0,1.0,0.0,18,20
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,0,4,3,1,1,2,1,3,2,3.0,1.0,0,0
1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,3,0,3,0,0,0,1,0,0,1.0,0.0,1,11
3.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,2.0,2,4,3,0,1,0,1,0,0,0.0,0.0,19,6
3.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,4.0,4.0,4.0,1,4,0,0,0,2,1,0,0,0.0,0.0,5,3
0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,4,4,2,1,3,0,0,2,2,1.0,0.0,0,0
2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0,4.0,1.0,4,1,3,0,0,2,1,2,0,0.0,0.0,0,0
1.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,1,2,3,0,1,0,1,2,0,1.0,3.0,0,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,4.0,0,4,3,1,1,2,1,3,0,2.0,0.0,0,0
2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,3,2,3,1,1,0,1,0,1,1.0,0.0,7,10
1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,0,2,3,0,1,0,1,2,0,1.0,2.0,0,0
2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,4.0,2,2,3,0,1,2,1,0,1,1.0,0.0,3,17
3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,4.0,2,1,3,1,0,2,2,0,0,0.0,0.0,4,11
2.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,5.0,4.0,1,2,3,1,2,2,1,3,0,2.0,0.0,0,0
1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,5.0,2.0,2,2,3,0,0,0,1,0,2,1.0,2.0,5,3
1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,4.0,4,2,3,1,1,0,1,0,1,1.0,0.0,7,22
2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,4.0,4.0,4.0,3,2,3,1,0,0,1,0,0,1.0,0.0,3,17
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1,2,3,1,1,2,2,0,1,0.0,0.0,3,15
3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,5.0,5.0,5.0,2,0,0,0,2,2,2,0,1,2.0,1.0,5,19
2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,2.0,3,0,3,0,1,0,1,0,2,1.0,0.0,13,11
2.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,5.0,2,2,3,0,1,0,1,0,0,1.0,0.0,19,11
2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,5.0,1.0,3,2,3,0,0,2,1,0,2,0.0,0.0,5,3
0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,2,2,1,0,1,0,1,0,1,1.0,0.0,17,22
2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,3,0,3,0,0,0,1,0,0,1.0,0.0,5,12
0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,4.0,1.0,4,0,3,1,3,0,1,2,0,1.0,0.0,0,0
2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,2.0,1,2,3,1,0,0,1,0,1,1.0,3.0,9,22
1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,2.0,3,2,3,1,1,0,1,0,2,1.0,0.0,19,6
1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2,4,0,1,0,0,1,2,0,2.0,0.0,0,0
2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,2,0,3,1,2,2,1,0,2,0.0,0.0,10,11
1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,1.0,4,0,3,1,3,2,0,2,0,2.0,0.0,0,0
2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,4.0,2.0,2,2,1,0,1,2,1,0,0,2.0,1.0,19,6
2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,4.0,4.0,4.0,4,2,3,0,0,0,1,0,2,1.0,0.0,5,1
0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,0,4,3,0,1,0,1,2,2,1.0,2.0,0,0
1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,4.0,4.0,2.0,4,0,3,0,3,2,1,2,0,0.0,0.0,0,0
2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5.0,0,3,3,1,3,1,0,1,0,1.0,2.0,0,0
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,1,0,3,1,0,2,1,0,1,0.0,1.0,2,15
2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,1.0,4,2,3,0,3,0,1,2,1,1.0,0.0,0,0
3.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,2.0,2.0,0,3,0,1,3,1,0,1,1,1.0,1.0,0,0
2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0,5.0,4.0,3,0,3,0,0,2,1,2,0,1.0,0.0,0,0
3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0,5.0,4.0,2,0,0,0,3,0,0,3,0,1.0,0.0,0,0
1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,2,0,3,0,3,0,1,2,0,2.0,1.0,0,0
